0.6532092133699644, 5.617878441135939e-34
0.6625022723260668, 2.3850978046990453e-34
0.6718923289248947, 1.1565767279546052e-34
0.6814154766339149, 5.608448110642354e-35
0.6958897158887606, 2.392846679101218e-35
0.7205287892289393, 1.0567085382599944e-35
0.746028663474802, 4.854025464390315e-36
0.7777687967755049, 2.2740610977716656e-36
0.8164698209282968, 1.062754742584662e-36
0.8570716167964023, 5.34735038628409e-37
0.8996898584589441, 2.710514279778954e-37
0.9509416811071705, 1.446828397761144e-37
1.0770392252262446, 4.995072656903225e-38
1.211374119100202, 2.1364027651582377e-38
1.3344907067084681, 1.0692953402963449e-38
1.4599962993542224, 5.5708848233727883e-39
1.5972788123177386, 3.0274645500316354e-39
1.7474844481108964, 1.610904380907399e-39
1.9674432892568985, 9.606099678757449e-40
2.1648052492093073, 5.4551385933347415e-40
2.5197344487677764, 3.762620325277516e-40
2.933033937793901, 2.224714456040108e-40
3.413841750539973, 1.6233881122788331e-40
3.9732306843078637, 1.378081544856492e-40
4.624407861648725, 1.0909436825077644e-40
5.381936806825573, 1.028353895508407e-40
6.263610388466281, 9.487505725594589e-41
7.289535280748203, 9.33585164321735e-41
9.872832727040043, 9.487505725594589e-41
13.370761057322719, 1.1327426514704905e-40
15.560149382072968, 1.234395992454084e-40
18.10803796092261, 1.3451717953841197e-40
21.073330027922715, 1.4308820593515672e-40
28.538790463106675, 1.831927074466892e-40
33.21108632739125, 2.117830336774788e-40
38.64871374728621, 2.3856098384938225e-40
44.976862233634726, 2.6537786475902065e-40
52.34013440556491, 3.101080823693184e-40
60.910112615242966, 3.440424344746686e-40
70.88138091682599, 4.0892842073325075e-40
82.48668051691386, 4.61458994182631e-40
95.99114945916591, 5.339552768215805e-40
111.70593773423879, 6.261932879883328e-40
129.99560868363778, 7.034776575503334e-40
151.27611981908123, 8.414088563654839e-40
176.04389161590336, 9.554641262551877e-40
204.86468477564355, 1.1135159037052646e-39
238.40307880626384, 1.3082101588755354e-39
277.4367423607366, 1.4723022832804974e-39
322.8518049457359, 1.7863818490955222e-39
375.71263051081456, 2.0050601891863393e-39
437.21915012498994, 2.3746934910409513e-39
508.7989830675688, 2.752687414379933e-39
579.9879585024709, 3.040268253673982e-39
689.0386304600611, 3.629870297266562e-39
801.859809434186, 4.0198742350914944e-39
907.746349337824, 4.7755740875518904e-39

