2.0057047476863143, 7.247263304379848e-40
2.1131826081265546, 5.680421850392449e-40
2.265498233923677, 3.785190622414274e-40
2.386897409597035, 2.8106344927233694e-40
2.5589420645445875, 1.9769763352401368e-40
2.7196236935421276, 1.428756859285555e-40
3.0452798160926613, 8.093227250526295e-41
3.6240481122232047, 5.106948315684987e-41
4.465540735288549, 3.310449658212769e-41
5.407511865999078, 2.39123337368152e-41
7.081511171040842, 1.8726590285641377e-41
9.193398181123772, 1.6789396227637688e-41
11.026152232524664, 1.5377793018467613e-41
12.764983072625741, 1.5838548629199405e-41
14.778028582243882, 1.591904807568079e-41
17.108532579721984, 1.5880026352982594e-41
19.806558459569917, 1.6635071116923252e-41
22.930064643728524, 1.7491695107051418e-41
26.546149632144925, 1.906163617306828e-41
30.732493398572526, 2.061678138444982e-41
35.57902609535579, 2.221507387909455e-41
41.189859913963446, 2.4300199154674595e-41
47.68552560108985, 2.6036705953819976e-41
55.2055616746911, 2.9185542388937715e-41
63.91151196094751, 3.2592352240936674e-41
73.99039584460839, 3.6671715725244395e-41
85.65872577990376, 4.133935062673177e-41
99.16715836534372, 4.625178346373478e-41
114.8058788958116, 5.322881161369971e-41
134.24449799474127, 5.90914882810676e-41
153.87095370652804, 6.575944801120465e-41
178.13649567060915, 7.582166942536337e-41
206.22872819991332, 8.611788410971893e-41
238.75112269860787, 9.966951108196404e-41
276.4023183743311, 1.147045417863966e-40
319.99113025804587, 1.3175951998150737e-40
370.45392399766155, 1.5249337663962447e-40
428.8747306670518, 1.741813611534688e-40
496.50853369256697, 2.0159077623921456e-40
574.8082281418529, 2.3243730988446698e-40
665.4558315087494, 2.685084272091762e-40
770.3986164577256, 3.1193254712098123e-40
891.8909417238692, 3.5831260066237137e-40

